source_index,original_source_index,candidate_id,gold_label,augmented_field,old_accepted,old_reasons,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,old_hard_cue_changes,v2_accepted,v2_reasons,decision_change,normalization_category,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward_entailment,semantic_backward_entailment,soft_cue_changes,change_ratio
449,303583,449:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9936717748641968,0.987559974193573,entailment,0.9909769296646118,-0.002694845199584961,[],True,[],KEEP_ACCEPTED,other cue,a lone skier walking cross a snowy bank with trees in the background,A person is out in the outdoors.,a lonely skier crossing a snowy bank with trees in the background,A person is out in the outdoors.,a lone skier walking cross a snowy bank with trees in the background,a lonely skier crossing a snowy bank with trees in the background,0.9948921203613281,0.987559974193573,[],0.09774436090225569
450,304578,450:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.998870313167572,0.9940908551216125,contradiction,0.9994282126426697,0.0005578994750976562,[],True,[],KEEP_ACCEPTED,other cue,A girl sits at a desk and reads a paper.,A boy sitting at his desk is reading a large book.,A girl sits at a desk and reads a paper.,A boy sitting at his desk reading a big book.,A boy sitting at his desk is reading a large book.,A boy sitting at his desk reading a big book.,0.9976919889450073,0.9940908551216125,[],0.09473684210526312
450,304578,450:premise:fra_Latn,contradiction,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.998870313167572,0.0011381092481315136,contradiction,0.9980282187461853,-0.0008420944213867188,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A girl sits at a desk and reads a paper.,A boy sitting at his desk is reading a large book.,There's a girl sitting at a desk reading a newspaper.,A boy sitting at his desk is reading a large book.,A girl sits at a desk and reads a paper.,There's a girl sitting at a desk reading a newspaper.,0.0011381092481315136,0.9948247671127319,[],0.26881720430107525
451,306358,451:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy"",""low_nli_confidence""]",GOLD_LOW_CONFIDENCE,neutral,0.5532588958740234,0.9937844276428223,neutral,0.5532588958740234,0.0,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,An asian lady in a red jacket taking a photo,A tall human in a jacket.,An asian lady in a red jacket taking a photo,A tall human in a jacket.,A tall human in a jacket.,A tall human in a jacket.,0.9937844276428223,0.9937844276428223,[],0.0
451,306358,451:premise:fra_Latn,neutral,premise,False,"[""low_nli_confidence""]",GOLD_LOW_CONFIDENCE,neutral,0.5532588958740234,0.9961316585540771,neutral,0.7914773225784302,0.23821842670440674,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,An asian lady in a red jacket taking a photo,A tall human in a jacket.,An Asian woman in a red jacket taking a picture.,A tall human in a jacket.,An asian lady in a red jacket taking a photo,An Asian woman in a red jacket taking a picture.,0.9965047836303711,0.9961316585540771,[],0.17391304347826086
452,307182,452:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9989594221115112,0.9958160519599915,contradiction,0.9991704225540161,0.0002110004425048828,[],True,[],KEEP_ACCEPTED,other cue,A lady pouring tea into tea cups with flower print on them.,a lady pouring wine for guests,A lady pouring tea into tea cups with flower print on them.,a lady pouring wine for the guests,a lady pouring wine for guests,a lady pouring wine for the guests,0.9960346817970276,0.9958160519599915,[],0.0625
452,307182,452:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9989594221115112,0.991635799407959,contradiction,0.9990946054458618,0.00013518333435058594,[],True,[],KEEP_ACCEPTED,other cue,A lady pouring tea into tea cups with flower print on them.,a lady pouring wine for guests,A lady pouring tea into cups of tea with floral prints on them.,a lady pouring wine for guests,A lady pouring tea into tea cups with flower print on them.,A lady pouring tea into cups of tea with floral prints on them.,0.991635799407959,0.9944610595703125,[],0.1311475409836066
453,307679,453:hypothesis:fra_Latn,neutral,hypothesis,False,"[""label_flip""]",RELIABLE_GOLD,neutral,0.9948171973228455,0.9948294758796692,entailment,0.005569200497120619,-0.9892479968257248,[],False,"[""label_flip""]",KEEP_REJECTED,other cue,An older man in a white shirt is playing a saxaphone.,The man owns the saxophone.,An older man in a white shirt is playing a saxaphone.,The man has the saxophone.,The man owns the saxophone.,The man has the saxophone.,0.9970284104347229,0.9948294758796692,[],0.09433962264150941
453,307679,453:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9948171973228455,0.9963192939758301,neutral,0.9920143485069275,-0.0028028488159179688,[],True,[],KEEP_ACCEPTED,other cue,An older man in a white shirt is playing a saxaphone.,The man owns the saxophone.,An old man in a white shirt plays saxophone.,The man owns the saxophone.,An older man in a white shirt is playing a saxaphone.,An old man in a white shirt plays saxophone.,0.9979094862937927,0.9963192939758301,[],0.134020618556701
454,308436,454:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9996567964553833,0.9839711785316467,contradiction,0.9997071623802185,5.036592483520508e-05,[],True,[],KEEP_ACCEPTED,other cue,A group of people hold on to a long skinny object.,No one is holding on to an object,A group of people hold on to a long skinny object.,No one holds on to an object.,No one is holding on to an object,No one holds on to an object.,0.9960262775421143,0.9839711785316467,[],0.12903225806451613
454,308436,454:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9996567964553833,0.98371821641922,contradiction,0.9996156692504883,-4.112720489501953e-05,[],True,[],KEEP_ACCEPTED,other cue,A group of people hold on to a long skinny object.,No one is holding on to an object,"A group of people clinging to a long, thin object.",No one is holding on to an object,A group of people hold on to a long skinny object.,"A group of people clinging to a long, thin object.",0.98371821641922,0.9961983561515808,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.18000000000000005
455,309108,455:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9996144771575928,0.9974632263183594,contradiction,0.9996144771575928,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A woman in a brown sweater is sewing on her machine.,The woman doesn't have a sewing machine.,A woman in a brown sweater is sewing on her machine.,The woman doesn't have a sewing machine.,The woman doesn't have a sewing machine.,The woman doesn't have a sewing machine.,0.9974632263183594,0.9974632263183594,[],0.0
455,309108,455:premise:fra_Latn,contradiction,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9996144771575928,0.9966654181480408,contradiction,0.9996180534362793,3.5762786865234375e-06,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A woman in a brown sweater is sewing on her machine.,The woman doesn't have a sewing machine.,A woman in a brown sweater sewing on her machine.,The woman doesn't have a sewing machine.,A woman in a brown sweater is sewing on her machine.,A woman in a brown sweater sewing on her machine.,0.9970026612281799,0.9966654181480408,[],0.02970297029702973
456,309756,456:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9947905540466309,0.992823600769043,entailment,0.9954236149787903,0.0006330609321594238,[],True,[],KEEP_ACCEPTED,other cue,a couple looking at food out in the cold.,Two people are looking at food,a couple looking at food out in the cold.,Two people watching the food.,Two people are looking at food,Two people watching the food.,0.992823600769043,0.9951660633087158,[],0.2542372881355932
456,309756,456:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9947905540466309,0.9964877367019653,entailment,0.9957336783409119,0.0009431242942810059,[],True,[],KEEP_ACCEPTED,other cue,a couple looking at food out in the cold.,Two people are looking at food,A couple watching food outside in the cold.,Two people are looking at food,a couple looking at food out in the cold.,A couple watching food outside in the cold.,0.9964877367019653,0.9975811243057251,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":1,""outside"":1},""field"":""premise""}]",0.19047619047619047
457,310001,457:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9659766554832458,0.9968382120132446,entailment,0.9659766554832458,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A bearded man with glasses does a toe-touch.,A man is moving.,A bearded man with glasses does a toe-touch.,A man is moving.,A man is moving.,A man is moving.,0.9968382120132446,0.9968382120132446,[],0.0
457,310001,457:premise:fra_Latn,entailment,premise,False,"[""semantic_drift"",""low_nli_confidence""]",RELIABLE_GOLD,entailment,0.9659766554832458,0.0007394323474727571,entailment,0.7322633266448975,-0.2337133288383484,[],False,"[""semantic_drift"",""low_nli_confidence""]",KEEP_REJECTED,other cue,A bearded man with glasses does a toe-touch.,A man is moving.,A bearded man with glasses touches his finger.,A man is moving.,A bearded man with glasses does a toe-touch.,A bearded man with glasses touches his finger.,0.005631024483591318,0.0007394323474727571,[],0.2666666666666667
458,310358,458:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9990717172622681,0.9959562420845032,neutral,0.9988240599632263,-0.00024765729904174805,[],True,[],KEEP_ACCEPTED,other cue,a woman is walking beside a subway.,The woman is in a rush.,a woman is walking beside a subway.,The woman's in a hurry.,The woman is in a rush.,The woman's in a hurry.,0.9971675276756287,0.9959562420845032,[],0.21739130434782605
458,310358,458:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9990717172622681,0.9974555373191833,neutral,0.9991884827613831,0.00011676549911499023,[],True,[],KEEP_ACCEPTED,other cue,a woman is walking beside a subway.,The woman is in a rush.,A woman walking next to a subway.,The woman is in a rush.,a woman is walking beside a subway.,A woman walking next to a subway.,0.9981061220169067,0.9974555373191833,"[{""group"":""space"",""original"":{""beside"":1},""candidate"":{},""field"":""premise""}]",0.20588235294117652
459,310401,459:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy"",""label_flip""]",GOLD_DISAGREEMENT,contradiction,0.013580731116235256,0.9959428906440735,contradiction,0.01729464903473854,0.0037139179185032845,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A man using a wheelchair is talking in a field to a couple women.,The man is sitting,A man using a wheelchair is talking in a field to a couple women.,The man is sitting.,The man is sitting,The man is sitting.,0.9972254037857056,0.9959428906440735,[],0.027027027027026973
459,310401,459:premise:fra_Latn,entailment,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,contradiction,0.013580731116235256,0.9955214262008667,contradiction,0.1562785655260086,0.14269783440977335,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A man using a wheelchair is talking in a field to a couple women.,The man is sitting,A man in a wheelchair is talking to a couple of women in a field.,The man is sitting,A man using a wheelchair is talking in a field to a couple women.,A man in a wheelchair is talking to a couple of women in a field.,0.9955214262008667,0.997425377368927,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":2},""field"":""premise""}]",0.2153846153846154
460,310705,460:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9504566788673401,0.9959142804145813,neutral,0.9772562980651855,0.02679961919784546,[],True,[],KEEP_ACCEPTED,other cue,Two girls are astonished at the sight of planes.,The two girls have never seen planes before.,Two girls are astonished at the sight of planes.,The two girls have never seen a plane before.,The two girls have never seen planes before.,The two girls have never seen a plane before.,0.9962634444236755,0.9959142804145813,[],0.0337078651685393
460,310705,460:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9504566788673401,0.9964815378189087,neutral,0.9077513217926025,-0.04270535707473755,[],True,[],KEEP_ACCEPTED,other cue,Two girls are astonished at the sight of planes.,The two girls have never seen planes before.,Two girls are surprised to see planes.,The two girls have never seen planes before.,Two girls are astonished at the sight of planes.,Two girls are surprised to see planes.,0.9972357153892517,0.9964815378189087,[],0.2790697674418605
461,311121,461:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9721757173538208,0.8501358032226562,contradiction,0.9911296367645264,0.018953919410705566,[],False,"[""semantic_drift""]",NEWLY_REJECTED,other cue,A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.,A woman in shorts and a white top is talking on her cellphone to a close friend.,A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.,A woman in shorts and a white shirt is talking on her cell phone to a close friend.,A woman in shorts and a white top is talking on her cellphone to a close friend.,A woman in shorts and a white shirt is talking on her cell phone to a close friend.,0.8501358032226562,0.9614531993865967,[],0.042944785276073594
